S_type,E_type,S_speed,S_acc,D1,D2,Rs,B,F_type,Rf,Result
3,3,4.9,-4.4,916.99,1065.28,0.94,1,2,0.14,1
0,3,17.29,-4.55,1182.07,655.95,0.61,0,0,0.61,1
2,3,14.3,-3.12,1086.23,1049.95,0.9,0,2,0.9,1
3,0,2.65,0.97,380.87,1108.14,0.45,0,3,0.45,1
3,3,2.93,-2.73,306.34,532.73,0.05,1,2,0.35,1
2,3,13.66,1.43,875.18,308.39,0.89,1,1,0.26,1
2,2,0.71,-3.5,945.61,273.18,0.68,1,2,0.39,-1
3,3,13.77,-3.66,696.72,870.01,0.94,1,0,0.36,-1
1,0,12.92,-1.71,446.63,289.42,0.25,0,1,0.25,1
0,2,3.09,2.6,236.23,780.06,0.29,1,0,0.01,1
3,2,14.02,1.35,722.11,740.82,0.05,0,3,0.05,1
1,1,5.22,0.62,854.59,781.55,0.31,1,1,0.53,1
3,2,0.48,-4.65,524.92,871.65,0.71,0,3,0.71,-1
0,2,11.4,-3.11,336.01,252.88,0.98,1,2,0.48,-1
1,1,10.66,0.23,956.7,874.45,0.29,0,1,0.29,1
2,2,13.44,-4.98,581.4,312.94,0.33,0,2,0.33,1
3,2,4.55,2.42,1130.9,335.32,0.01,0,3,0.01,1
2,3,9.34,2.28,443.62,28.9,0.91,1,0,0.21,1
3,0,5.22,0.61,374.1,686.14,0.28,1,1,0.23,1
2,3,0.47,2.05,998.04,187.88,0.01,0,2,0.01,1
1,0,13.2,-4.69,497.35,695.72,0.64,0,1,0.64,-1
0,1,14.93,-0.16,311.71,1027.17,0.54,0,0,0.54,1
3,0,4.24,-2.62,667.67,952.28,0.09,0,3,0.09,1
1,0,8.77,-4.6,521.52,701.37,0.91,1,1,0.52,-1
1,3,5.63,-2.64,755.48,787.66,0.13,1,2,0.59,1
2,1,6.66,2.87,743.65,813.55,0.98,0,2,0.98,1
0,3,3.7,1.67,99.9,364.25,0.53,1,1,0.01,1
2,2,11.8,-2.95,629.88,506.05,0.49,1,0,0.74,-1
2,3,16.04,-3.47,534.42,917.21,0.74,0,2,0.74,1
1,0,2.87,-4.94,138.72,566.46,0.94,0,1,0.94,-1
1,0,14.27,1.57,546.39,41.84,0.72,0,1,0.72,-1
3,3,12.86,-0.62,420.8,601.8,0.3,0,3,0.3,1
0,0,13.84,-3.08,27.7,139.48,0.46,1,1,0.46,-1
1,2,2.5,-2.23,204.51,663.0,0.57,0,1,0.57,-1
1,0,7.65,-3.65,905.18,440.68,0.38,0,1,0.38,1
1,3,3.34,0.87,304.69,425.0,0.74,0,1,0.74,-1
3,0,9.66,-1.54,37.19,843.38,0.21,1,1,0.82,1
0,0,9.21,-0.74,1148.94,368.36,0.01,1,2,0.77,1
3,2,3.71,-2.8,253.84,625.69,0.14,1,0,0.92,1
0,3,11.62,-2.99,642.15,247.44,0.75,1,1,0.73,-1
3,2,7.32,1.86,823.71,78.01,0.75,0,3,0.75,-1
3,1,11.13,-2.26,362.21,532.28,0.8,1,0,0.15,1
3,2,6.58,1.29,998.87,399.88,0.75,1,2,0.84,-1
0,1,11.72,1.5,314.35,45.47,0.37,0,0,0.37,1
2,0,6.61,2.54,519.32,767.86,0.94,0,2,0.94,1
1,2,10.74,2.75,341.04,517.78,0.97,1,0,0.02,1
1,0,16.14,-0.81,179.04,828.69,0.19,0,1,0.19,1
3,2,16.43,-0.01,1039.74,637.4,0.09,1,0,0.05,1
0,1,5.64,2.61,754.83,665.04,0.87,1,1,0.17,1
2,3,5.68,-4.86,253.06,563.58,0.53,1,0,0.91,-1
2,1,7.15,-2.0,1059.78,440.38,0.64,0,2,0.64,1
0,0,16.31,1.99,191.49,1021.55,0.31,0,0,0.31,1
1,2,7.12,2.73,41.73,917.13,0.29,1,2,0.15,1
3,3,8.78,-0.03,640.18,580.93,0.78,0,3,0.78,-1
1,1,6.36,-2.49,1171.03,828.24,0.42,0,1,0.42,1
0,1,11.74,-1.52,1160.36,138.97,0.58,0,0,0.58,1
0,0,1.61,-1.18,138.38,879.96,0.66,0,0,0.66,-1
0,2,5.39,-3.79,294.09,1061.22,0.74,1,2,0.22,1
1,1,7.76,-1.53,759.62,960.17,0.73,0,1,0.73,-1
0,0,16.05,-2.92,292.89,273.15,0.93,0,0,0.93,1
1,2,5.22,1.67,1101.33,325.55,0.91,1,0,0.11,1
2,3,15.91,-0.59,1130.61,306.7,0.91,1,2,0.65,1
1,0,11.91,-3.86,717.95,123.71,0.87,1,0,0.24,1
0,2,17.18,0.97,1073.87,53.81,0.62,1,2,0.4,1
1,0,15.09,-3.58,935.95,907.61,0.74,1,0,0.02,1
1,1,13.22,2.63,847.49,235.25,0.94,1,0,0.88,1
2,0,9.54,-3.52,586.17,823.49,0.19,0,2,0.19,1
2,0,3.92,-1.33,390.4,1125.88,0.28,1,1,0.14,1
0,0,13.37,-4.96,293.5,957.2,0.74,1,0,0.18,1
0,1,5.52,1.34,1064.07,1178.22,0.19,1,1,0.15,1
2,1,11.61,-0.43,886.73,346.76,0.72,1,0,0.14,1
2,3,3.15,-3.25,245.73,360.12,0.67,1,1,0.96,-1
1,2,4.16,-0.08,37.05,500.12,0.05,1,1,0.4,1
3,2,11.51,-4.95,217.46,257.66,0.31,1,1,0.93,1
3,1,13.5,-3.83,152.88,477.11,0.62,1,2,0.83,-1
2,3,3.59,-0.63,571.47,534.86,0.23,0,2,0.23,1
3,0,5.77,-3.08,695.67,1140.25,0.25,1,0,0.11,1
1,3,17.56,-3.76,471.03,754.4,0.66,1,0,0.72,1
1,2,6.85,1.11,331.56,22.72,0.43,1,1,0.55,-1
0,2,13.2,1.84,867.36,588.34,0.88,0,0,0.88,-1
3,0,6.62,2.47,67.37,1084.23,0.83,1,2,0.44,1
0,3,6.49,-3.77,1038.83,280.69,0.28,0,0,0.28,1
3,2,14.51,-4.41,1186.84,738.86,0.76,0,3,0.76,1
0,3,5.51,-4.75,613.18,623.43,0.49,1,2,0.38,-1
0,2,7.34,-4.58,422.14,722.88,0.28,0,0,0.28,1
3,2,4.33,1.33,231.01,913.39,0.98,0,3,0.98,-1
1,1,6.75,-1.43,805.83,678.25,0.73,0,1,0.73,-1
1,1,8.23,0.6,838.52,598.71,0.16,1,2,0.71,1
2,1,2.85,1.83,228.25,448.34,0.57,0,2,0.57,-1
0,0,2.34,0.61,379.41,72.62,0.97,1,2,0.46,-1
0,0,1.13,-2.76,948.89,218.39,0.6,1,1,0.35,-1
1,1,3.57,0.28,517.71,448.99,0.98,1,2,0.6,-1
2,3,8.21,-2.52,253.32,115.96,0.03,0,2,0.03,1
3,1,8.02,-2.43,923.83,126.24,0.69,1,1,0.87,-1
3,1,16.45,-3.32,1164.64,235.29,0.84,0,3,0.84,1
1,0,1.05,-0.98,102.31,503.77,0.5,0,1,0.5,-1
0,3,7.65,0.07,512.5,883.65,0.39,1,0,0.98,1
0,3,4.45,0.9,1082.79,578.34,0.16,0,0,0.16,1
2,2,17.22,-2.26,275.93,709.55,0.99,1,2,0.99,1
2,0,2.56,-4.42,1198.16,31.84,0.3,0,2,0.3,1
3,2,12.63,0.44,743.36,564.01,0.8,0,3,0.8,-1
1,0,5.23,-0.17,1145.53,169.7,0.29,0,1,0.29,1
0,0,16.3,-1.01,1127.2,216.89,0.28,1,2,0.33,1
2,1,5.77,0.07,887.73,131.55,0.13,0,2,0.13,1
0,1,6.25,1.68,474.16,694.72,0.45,0,0,0.45,-1
2,0,10.26,-4.52,638.41,161.53,0.57,1,1,0.22,1
3,3,9.21,2.05,1194.83,309.16,0.78,1,0,0.89,1
0,1,4.55,-3.08,563.99,909.98,0.65,1,0,0.34,-1
1,0,0.4,-0.38,120.81,1138.61,0.64,1,0,0.52,-1
0,3,6.77,0.18,286.99,1165.19,0.73,1,1,0.55,-1
0,0,11.13,0.12,1078.12,1051.83,0.51,0,0,0.51,1
0,1,6.38,-1.45,330.56,776.64,0.78,1,0,0.2,1
0,2,5.91,-2.24,785.23,1090.38,0.52,1,2,0.45,-1
0,3,5.01,-2.52,1052.49,816.81,0.09,0,0,0.09,1
2,2,0.4,2.44,509.43,46.44,0.82,1,2,0.6,1
1,2,8.88,-2.09,259.23,496.93,0.86,1,1,0.96,-1
3,2,15.17,0.15,1105.84,526.91,0.76,1,1,0.44,1
1,3,4.33,0.66,137.58,988.84,0.51,0,1,0.51,-1
0,0,1.77,-4.01,1004.29,685.82,0.06,0,0,0.06,1
0,3,0.2,1.4,165.36,988.7,0.27,1,0,1.0,1
1,0,14.29,-3.33,126.42,677.84,0.83,0,1,0.83,-1
3,1,9.89,1.9,229.04,282.34,0.17,1,2,0.4,1
1,0,13.06,-4.21,43.6,954.17,0.49,0,1,0.49,-1
0,3,16.61,-3.24,530.16,807.47,0.65,1,0,0.85,1
1,2,17.12,0.47,1116.86,1192.58,0.58,0,1,0.58,1
0,2,7.08,0.33,1146.82,1042.7,0.32,0,0,0.32,1
3,1,15.96,-3.33,979.31,679.87,1.0,1,2,0.7,-1
0,3,9.53,-3.79,344.67,1094.7,0.74,0,0,0.74,1
1,1,15.28,2.39,72.56,772.08,0.58,0,1,0.58,1
0,0,7.92,1.99,739.21,817.18,0.12,1,1,0.38,1
3,0,0.43,-3.63,179.12,174.69,0.05,0,3,0.05,1
3,0,4.84,2.65,150.74,325.03,0.32,1,1,0.43,1
2,1,14.84,-4.59,293.95,194.0,0.63,0,2,0.63,-1
2,0,15.98,-0.05,963.8,479.53,0.32,1,0,0.07,1
1,2,11.95,-0.51,403.33,216.18,0.11,1,0,0.21,1
1,2,0.56,-0.44,832.93,991.75,0.88,1,2,0.09,1
3,2,4.46,1.7,697.13,179.9,0.39,0,3,0.39,1
3,3,17.64,0.59,764.12,516.3,0.85,1,1,0.89,1
0,1,12.82,-1.3,184.45,929.39,0.2,1,2,0.46,1
3,3,9.99,-1.26,1197.82,940.51,0.15,1,0,1.0,1
0,3,17.26,-1.53,1128.36,552.84,0.68,1,0,0.94,1
1,2,7.57,-0.91,931.53,86.5,0.18,1,0,0.6,1
0,1,2.28,1.4,262.81,129.99,0.19,1,1,0.37,1
0,1,14.68,2.67,79.34,899.13,0.79,1,1,0.18,1
0,1,6.83,-4.16,494.11,149.37,0.73,0,0,0.73,-1
2,0,2.65,2.29,107.95,673.04,0.68,0,2,0.68,1
2,0,1.13,-2.21,971.39,1036.63,0.68,0,2,0.68,1
3,2,9.62,2.28,238.4,494.87,0.43,1,2,0.33,1
0,3,13.31,-0.22,970.37,240.83,0.91,1,1,0.13,1
2,3,6.13,-0.4,86.62,602.65,0.03,0,2,0.03,1
2,0,1.54,-0.18,871.97,1102.15,0.55,1,0,0.02,1
1,3,9.52,-1.71,1159.68,898.58,0.3,1,1,0.73,1
0,0,13.86,-0.41,351.77,626.59,0.69,0,0,0.69,-1
2,3,16.07,2.78,86.65,1153.87,0.6,1,1,0.38,1
0,0,5.46,2.03,765.23,348.46,0.39,1,2,0.97,1
3,1,10.33,-3.78,766.84,461.7,0.3,0,3,0.3,1
3,2,13.68,-0.71,929.5,605.83,0.07,1,1,0.41,1
0,1,7.43,2.48,446.02,60.67,0.22,0,0,0.22,1
2,1,0.07,0.5,177.6,1150.25,0.55,1,1,0.8,-1
1,1,3.81,-1.97,673.66,1010.39,0.83,1,0,0.13,1
1,3,12.55,-1.52,1136.05,1155.75,0.05,0,1,0.05,1
1,1,15.8,1.1,44.9,213.43,0.72,0,1,0.72,-1
3,2,16.47,-2.31,204.49,739.71,0.77,0,3,0.77,1
2,3,14.0,-1.28,997.41,490.51,0.27,0,2,0.27,1
3,1,9.29,0.99,762.59,723.76,0.32,1,0,0.9,1
3,2,10.33,-3.0,458.77,1100.74,0.08,0,3,0.08,1
2,3,6.85,-1.12,836.06,52.71,0.51,1,2,0.02,1
1,2,8.88,-1.55,1143.81,331.42,0.24,1,0,0.11,1
1,1,3.25,-2.37,1134.94,113.03,0.39,0,1,0.39,1
2,1,7.24,-3.13,1036.6,396.84,0.93,0,2,0.93,1
3,1,8.4,0.96,339.38,902.96,0.56,1,0,0.39,-1
2,3,10.98,0.8,828.88,688.94,0.44,1,1,0.7,-1
2,1,12.92,-3.64,417.7,46.49,0.72,1,0,0.71,-1
0,3,3.45,-1.04,612.63,548.72,0.64,1,0,0.62,-1
0,2,16.06,-3.73,583.74,230.03,0.76,1,2,0.12,1
1,1,13.07,0.26,879.29,560.41,0.43,0,1,0.43,-1
3,2,1.89,2.31,88.67,725.89,0.12,0,3,0.12,1
3,3,17.34,-2.74,523.34,940.8,0.7,1,1,0.75,1
1,3,11.45,-1.53,866.81,764.24,0.87,0,1,0.87,-1
1,2,2.58,2.91,552.06,308.59,0.73,0,1,0.73,1
1,1,10.17,-2.11,807.34,1033.25,0.26,0,1,0.26,1
2,1,14.4,-1.83,499.44,566.99,0.09,1,2,0.45,1
2,2,10.99,-3.1,592.26,1173.59,0.06,0,2,0.06,1
0,0,10.85,-4.67,852.9,875.33,0.14,0,0,0.14,1
2,3,16.35,0.63,764.18,533.74,0.98,0,2,0.98,1
1,0,10.43,-0.96,854.03,1051.3,0.39,0,1,0.39,1
0,1,13.83,-4.16,268.99,976.8,0.96,1,1,0.93,-1
2,2,17.81,-2.27,684.42,639.78,0.67,1,0,0.79,1
1,1,6.23,2.03,779.26,547.43,0.36,1,1,0.25,1
0,3,3.97,2.51,32.07,906.33,0.96,0,0,0.96,1
2,2,16.36,-4.27,1104.2,254.32,0.06,0,2,0.06,1
2,1,5.44,-0.15,762.34,603.47,0.61,0,2,0.61,-1
1,3,15.05,-1.82,427.54,465.96,0.67,1,0,0.29,1
0,3,2.66,-3.84,165.61,1180.53,0.98,1,1,0.34,-1
0,2,15.82,2.95,467.55,699.52,0.61,0,0,0.61,1
1,0,10.47,2.23,738.6,626.62,0.08,0,1,0.08,1
1,0,2.82,-1.49,248.01,667.77,0.91,0,1,0.91,-1
3,1,11.67,-3.46,605.8,414.7,0.94,1,2,0.74,-1
3,0,15.95,-2.71,1052.85,1146.23,0.8,0,3,0.8,1
2,2,9.89,1.42,1116.91,134.56,0.48,0,2,0.48,1
2,3,15.78,-0.42,378.35,1155.41,0.65,1,2,0.53,-1
0,1,12.51,-4.06,838.34,642.43,0.29,0,0,0.29,1
3,2,1.63,-3.72,462.05,561.0,0.77,1,2,0.52,-1
3,1,4.33,2.17,48.87,702.92,0.43,0,3,0.43,1
3,2,8.34,1.02,492.72,781.93,0.22,1,1,0.79,1
0,1,11.85,-4.49,290.67,733.69,0.54,1,2,0.9,-1
2,3,12.92,-4.79,417.08,1115.04,0.09,0,2,0.09,1
0,2,12.99,-1.75,66.23,734.63,0.09,0,0,0.09,1
0,0,1.17,-1.07,703.42,957.56,0.55,0,0,0.55,-1
2,3,1.66,0.51,711.42,647.76,0.46,1,0,0.64,-1
3,1,3.57,1.3,620.63,364.09,0.37,0,3,0.37,1
0,1,10.07,2.48,604.13,653.86,0.32,0,0,0.32,1
2,2,15.86,-0.08,1005.57,892.76,0.08,1,0,0.2,1
1,2,0.2,-3.32,1126.98,470.23,0.18,0,1,0.18,1
2,1,6.71,1.7,39.18,1174.39,0.24,0,2,0.24,1
3,0,17.73,-4.37,931.78,434.92,0.49,1,2,0.03,1
2,3,17.58,1.25,1178.61,237.28,0.04,0,2,0.04,1
0,3,11.75,1.28,717.64,358.3,0.97,1,2,0.38,-1
0,0,16.71,-0.75,408.77,299.39,0.04,1,2,0.04,1
2,2,1.7,-1.31,298.2,1086.05,0.6,1,2,0.43,-1
2,2,9.14,-3.27,253.72,520.19,0.54,0,2,0.54,-1
2,1,12.1,-1.51,563.39,423.88,0.53,0,2,0.53,-1
0,0,4.02,1.99,202.43,775.72,0.41,0,0,0.41,-1
2,0,14.35,0.81,1136.16,41.95,0.4,1,1,0.26,1
1,1,0.58,-2.17,471.29,964.16,0.12,0,1,0.12,1
3,2,0.73,-3.19,404.96,53.36,0.03,0,3,0.03,1
2,2,14.53,0.08,514.28,858.17,0.2,0,2,0.2,1
2,1,8.71,1.53,370.24,368.76,0.21,1,0,0.81,1
3,2,9.93,0.52,500.31,767.68,0.99,0,3,0.99,-1
1,1,0.31,0.09,994.29,344.4,0.07,0,1,0.07,1
2,0,17.21,-3.98,862.24,106.21,0.77,1,2,0.39,1
3,0,5.37,-3.5,1171.89,849.82,0.36,0,3,0.36,1
2,0,9.26,-1.79,708.75,1048.4,0.39,1,2,0.01,1
3,1,3.26,-2.8,1124.95,617.81,0.06,0,3,0.06,1
2,3,11.51,-2.17,525.06,590.45,0.23,1,0,0.01,1
3,3,8.48,-1.19,180.64,863.6,0.47,1,1,0.96,-1
0,2,5.92,-1.41,884.61,322.43,0.26,0,0,0.26,1
2,2,10.22,-1.48,55.43,325.87,0.24,0,2,0.24,1
2,1,17.28,-1.94,270.82,433.27,0.25,1,0,0.59,1
3,1,0.73,-4.49,596.61,693.15,0.89,1,2,0.66,-1
2,1,16.43,1.1,382.63,649.34,0.69,1,1,0.07,1
3,1,17.02,-2.71,901.46,380.52,0.55,1,0,0.37,1
0,3,10.01,-3.7,890.69,999.41,0.87,0,0,0.87,-1
2,1,14.07,2.72,469.57,964.1,0.33,0,2,0.33,1
1,1,17.43,2.84,1136.0,835.3,0.24,0,1,0.24,1
0,2,11.03,-4.33,454.59,621.1,0.4,0,0,0.4,-1
0,1,0.61,-3.89,900.68,834.22,0.69,0,0,0.69,-1
1,3,16.73,-0.96,353.34,285.72,0.32,0,1,0.32,1
1,0,14.27,-2.93,997.4,300.15,0.95,0,1,0.95,-1
2,3,8.1,-2.39,522.59,300.42,0.05,0,2,0.05,1
1,1,16.79,-1.27,990.63,781.07,0.0,0,1,0.0,1
0,3,17.74,1.43,1038.41,509.16,0.27,1,0,0.54,1
0,2,17.69,-0.85,276.85,642.07,0.88,1,1,0.92,1
3,1,9.04,0.76,969.68,466.27,0.64,1,0,0.86,-1
2,1,7.98,-1.47,1121.66,229.76,0.8,1,2,0.95,1
3,2,14.03,-0.5,982.88,875.86,0.46,0,3,0.46,-1
1,3,14.94,-1.94,1031.33,888.96,0.81,0,1,0.81,1
3,1,9.49,0.43,407.74,872.85,0.89,1,0,0.32,-1
3,2,3.74,-1.52,1129.61,1139.89,0.78,0,3,0.78,1
2,2,17.89,1.35,602.54,900.63,0.44,0,2,0.44,1
1,2,1.18,-4.14,846.46,708.69,0.17,1,0,0.91,1
2,0,11.78,-3.9,284.5,597.06,0.68,1,2,0.89,-1
2,1,0.43,-4.88,453.44,174.05,0.31,1,2,0.07,1
2,3,13.46,0.81,545.96,716.92,0.15,1,0,0.07,1
0,1,17.98,-1.29,127.91,393.26,0.73,0,0,0.73,1
2,2,16.53,1.38,552.76,257.32,0.52,1,0,0.03,1
0,2,12.68,-2.44,747.99,700.18,0.39,0,0,0.39,1
1,2,0.26,-4.63,889.51,132.54,0.3,0,1,0.3,1
1,0,5.35,-1.82,578.53,363.8,0.01,1,2,0.98,1
2,0,6.57,-4.72,453.29,40.86,0.7,0,2,0.7,-1
0,3,5.39,2.37,1033.92,545.49,0.4,1,1,0.62,1
3,3,5.03,-0.55,947.23,569.44,0.59,0,3,0.59,-1
3,0,1.43,1.31,749.35,712.36,0.24,1,2,0.95,1
2,2,7.15,2.56,784.33,546.71,0.67,1,0,0.09,1
2,0,1.29,-3.83,762.46,1150.19,0.68,0,2,0.68,1
3,3,12.07,2.84,594.26,59.93,0.45,1,2,0.51,1
2,1,15.94,-0.34,752.62,415.49,0.89,0,2,0.89,-1
3,2,16.14,1.55,334.36,1080.84,0.41,1,1,0.63,1
0,0,11.4,-1.97,809.04,117.3,0.16,1,0,0.66,1
3,3,2.04,0.92,277.66,429.77,0.1,1,0,0.53,1
1,2,15.72,-2.31,690.96,264.37,0.04,0,1,0.04,1
3,1,7.77,-1.14,619.53,207.56,0.61,1,2,0.61,-1
2,2,4.28,-1.0,747.87,175.03,0.6,1,1,0.4,-1
2,0,10.65,-2.71,1037.81,620.21,0.4,0,2,0.4,1
0,0,15.54,0.92,921.49,875.4,0.16,1,1,0.81,1
0,3,9.06,-1.31,1011.56,561.4,0.58,0,0,0.58,1
1,1,9.54,2.26,1006.81,126.08,0.48,0,1,0.48,1
3,0,14.13,-1.33,166.77,537.73,0.89,0,3,0.89,-1
3,3,0.0,-0.37,710.67,931.77,0.62,0,3,0.62,-1
0,3,2.42,-1.72,1061.03,365.86,0.25,1,1,0.7,1
1,3,9.69,0.85,534.99,436.02,0.89,1,2,0.29,1
2,1,6.35,-3.44,642.82,287.61,0.67,0,2,0.67,-1
2,1,8.0,-3.7,254.09,136.94,0.12,1,2,0.32,1
3,0,2.93,-2.21,416.33,951.09,0.07,1,0,0.23,1
3,3,3.84,0.23,843.28,839.38,0.1,1,2,0.54,1
2,1,10.08,0.56,79.57,622.82,0.18,0,2,0.18,1
0,2,3.77,0.78,847.36,351.32,0.78,1,1,0.47,-1
3,0,14.66,0.94,949.94,882.44,0.54,1,0,0.69,-1
2,0,0.21,-3.4,507.13,276.66,0.61,1,2,0.28,1
1,0,3.44,-3.54,452.81,1181.92,0.06,0,1,0.06,1
3,3,12.4,0.42,854.6,331.48,0.12,1,1,0.02,1
3,1,7.08,-3.93,298.07,139.68,1.0,1,2,0.53,-1
2,1,5.5,0.72,410.61,89.92,0.1,0,2,0.1,1
1,1,15.44,-2.94,1007.92,240.6,0.86,1,2,0.68,1
2,0,8.47,1.05,102.31,364.87,0.88,0,2,0.88,-1
2,1,6.02,-4.2,648.2,147.44,0.67,0,2,0.67,-1
0,0,15.22,-4.02,660.89,844.43,0.71,1,1,0.88,-1
0,2,0.65,-1.29,1129.13,635.95,0.45,0,0,0.45,1
3,2,15.95,0.45,498.9,690.52,0.19,0,3,0.19,1
2,3,0.63,-2.78,381.33,533.04,0.24,1,0,0.44,1
2,3,4.74,2.29,825.72,937.75,0.75,0,2,0.75,1
2,2,3.51,-4.18,627.6,967.85,0.3,0,2,0.3,1
1,1,14.25,-3.6,980.76,1084.36,0.72,1,1,0.95,-1
0,1,6.08,-4.33,148.17,280.14,0.07,1,0,0.72,1
3,2,7.7,-4.14,179.35,495.4,0.75,1,2,0.59,-1
2,1,1.44,1.75,686.19,34.54,0.77,0,2,0.77,-1
3,1,11.34,-2.56,549.05,1180.57,0.86,0,3,0.86,1
1,3,14.51,-0.49,249.81,810.52,0.46,1,0,0.14,1
3,2,17.57,2.08,203.47,647.38,0.16,1,1,0.93,1
1,0,11.91,-1.96,88.6,71.95,0.35,1,0,0.27,1
3,1,17.17,2.27,1162.38,915.06,0.87,0,3,0.87,1
0,3,1.3,0.31,110.82,373.69,0.05,1,1,0.15,1
0,2,9.95,1.98,801.62,1098.81,0.31,0,0,0.31,1
2,1,3.24,-4.92,513.33,553.52,0.19,0,2,0.19,1
3,0,13.34,-2.74,281.02,577.69,0.66,1,1,0.87,-1
3,1,11.15,-3.21,68.93,294.98,0.65,1,2,0.85,-1
1,0,14.45,-2.53,239.07,1076.67,0.83,1,2,0.08,1
2,0,6.68,1.94,341.56,541.52,0.03,1,0,0.16,1
0,0,6.87,2.64,848.25,480.18,0.82,1,0,0.14,1
1,1,14.14,-1.57,783.27,1015.38,0.4,0,1,0.4,1
2,2,17.21,-1.36,303.27,269.82,0.64,0,2,0.64,1
0,3,8.39,2.21,1053.48,402.14,0.1,1,2,0.05,1
1,1,4.09,-4.46,1005.5,1009.02,0.51,0,1,0.51,1
1,3,1.17,-2.99,435.66,92.13,0.59,0,1,0.59,-1
3,2,5.74,-2.54,455.85,497.65,0.26,0,3,0.26,1
0,2,8.24,1.04,541.86,416.15,0.51,1,0,0.41,-1
3,3,4.37,1.37,1127.68,119.21,0.31,1,2,0.91,1
3,2,12.1,-0.62,688.24,642.56,0.66,0,3,0.66,-1
2,3,3.3,-4.24,226.4,697.33,0.48,1,0,0.35,-1
1,2,15.4,0.57,989.78,550.02,0.66,0,1,0.66,-1
1,1,15.82,2.68,87.38,845.17,0.32,1,2,0.21,1
0,2,11.26,0.97,721.33,754.78,0.08,0,0,0.08,1
1,3,17.8,-1.36,1192.3,214.13,0.68,1,2,0.45,1
0,0,2.52,0.41,603.93,269.29,0.23,0,0,0.23,1
0,1,6.98,-3.24,490.34,538.49,0.21,0,0,0.21,1
1,1,8.99,-1.98,1074.33,352.57,0.94,0,1,0.94,1
1,2,9.96,2.57,172.52,449.51,0.71,0,1,0.71,1
3,3,7.08,2.85,507.03,326.7,0.65,1,0,0.64,1
0,0,10.03,-1.69,948.81,1030.95,0.92,1,2,0.75,-1
0,3,9.13,-4.26,565.57,978.23,0.35,1,0,0.9,1
1,3,12.61,1.27,441.9,275.97,0.05,1,1,0.07,1
0,3,3.06,-4.3,887.06,164.95,0.97,0,0,0.97,-1
3,3,6.8,0.94,660.44,1196.46,0.83,1,1,0.66,-1
0,3,8.02,-2.0,896.24,419.78,0.09,1,0,0.89,1
1,3,15.15,-2.25,868.5,416.56,0.12,1,0,0.12,1
0,0,7.31,1.99,245.2,202.83,0.96,0,0,0.96,-1
0,0,7.72,0.29,1062.19,553.97,0.36,0,0,0.36,1
0,3,1.42,2.32,799.03,363.86,0.86,1,0,0.28,1
1,1,1.73,-0.71,850.18,46.43,0.76,0,1,0.76,-1
0,1,7.84,-4.74,194.64,226.09,0.2,1,0,0.48,1
0,0,2.64,-4.62,1028.11,759.29,0.87,1,1,0.32,1
3,2,15.28,2.32,699.21,272.46,0.5,0,3,0.5,1
1,3,11.41,-1.13,68.51,98.58,0.6,0,1,0.6,-1
1,1,4.35,-1.1,454.99,229.54,0.97,0,1,0.97,-1
3,2,13.71,-4.04,1181.5,608.87,0.14,0,3,0.14,1
3,0,1.12,1.42,487.95,1002.69,0.4,0,3,0.4,1
3,1,13.06,-4.1,1051.64,213.34,0.23,1,0,0.09,1
3,1,17.91,-0.27,52.19,545.1,0.63,0,3,0.63,1
2,2,2.75,-3.21,267.69,317.59,0.46,0,2,0.46,-1
2,3,10.09,-0.92,782.49,1063.78,0.46,1,2,0.72,-1
0,2,8.48,-1.35,691.65,1001.91,0.38,0,0,0.38,1
3,3,10.65,-3.64,1057.38,919.21,0.2,0,3,0.2,1
0,1,1.95,-4.12,248.84,776.25,0.4,1,2,0.86,-1
2,2,9.41,0.05,917.16,64.62,0.46,0,2,0.46,-1
0,1,0.43,-2.87,301.64,928.05,0.63,0,0,0.63,-1
3,0,11.98,-4.29,789.55,628.0,0.66,0,3,0.66,-1
2,3,7.87,-2.48,889.16,971.93,0.13,1,0,0.81,1
0,2,2.8,-3.48,589.97,283.89,0.44,0,0,0.44,-1
1,0,4.78,1.12,940.23,607.2,0.49,0,1,0.49,-1
2,2,14.45,2.17,1171.39,994.71,0.97,1,2,0.53,1
0,3,13.11,-0.18,677.59,972.96,0.62,0,0,0.62,-1
2,2,1.03,-3.39,808.21,560.26,0.15,0,2,0.15,1
3,0,9.74,0.8,540.51,844.79,0.34,0,3,0.34,1
0,0,2.53,-0.78,591.68,800.93,0.24,0,0,0.24,1
2,2,12.13,1.06,157.45,485.48,0.23,1,0,0.76,1
0,2,17.53,0.49,995.8,282.63,0.7,0,0,0.7,1
0,2,6.5,-0.29,139.95,461.7,0.92,0,0,0.92,-1
2,0,5.26,-1.75,396.37,522.43,0.89,0,2,0.89,-1
1,0,15.21,-1.5,429.34,441.76,0.35,0,1,0.35,1
3,3,7.53,-1.31,1140.03,64.69,0.79,0,3,0.79,1
1,3,5.45,-2.0,930.87,918.14,0.1,1,0,0.99,1
3,3,5.66,-2.76,1142.85,657.25,0.38,1,2,0.93,1
0,0,1.7,-4.21,84.33,70.66,0.84,1,1,0.33,-1
1,2,14.65,-2.41,448.23,1044.36,0.06,1,1,0.13,1
0,2,5.83,0.03,827.37,403.54,0.0,0,0,0.0,1
0,1,9.73,-3.78,1156.22,527.42,0.86,0,0,0.86,1
