S_type,E_type,S_speed,S_acc,D1,D2,Rs,B,F_type,Rf,Result
0,1,17.39,-2.5,787.46,524.88,0.66,0,0,0.66,1
3,2,0.38,-4.1,1099.94,281.05,0.84,1,0,0.47,1
3,1,4.49,1.32,346.45,93.49,0.42,0,3,0.42,-1
2,1,5.87,1.09,615.1,1048.56,0.68,0,2,0.68,1
3,2,12.19,2.75,758.7,916.86,0.88,1,1,0.35,1
1,0,0.73,-1.26,779.4,807.5,0.59,1,0,0.27,-1
3,2,0.1,2.98,149.69,176.93,0.55,1,0,0.72,1
2,0,15.1,-3.84,197.88,114.83,0.51,1,2,0.99,-1
2,1,15.66,-0.11,953.28,460.81,0.56,0,2,0.56,-1
0,0,9.8,2.7,858.12,1011.55,0.77,0,0,0.77,1
0,2,11.35,2.26,130.94,620.1,0.24,1,1,0.21,1
1,3,15.27,-2.94,789.18,247.11,0.51,1,2,0.69,-1
0,0,14.46,-4.09,42.04,672.26,0.81,1,0,0.46,-1
2,2,12.0,-1.39,822.74,295.31,0.79,1,2,0.52,-1
0,3,2.22,-4.05,442.93,340.14,0.95,1,0,0.45,-1
2,2,4.24,-3.46,205.67,645.42,0.27,1,2,0.9,-1
2,3,9.69,0.65,220.0,370.09,0.5,1,0,0.55,-1
0,1,16.47,2.21,69.3,693.52,0.77,0,0,0.77,1
1,2,0.15,1.22,433.72,671.74,0.88,1,1,0.93,-1
0,0,6.66,-3.67,260.89,76.11,0.8,1,1,0.35,-1
2,3,7.48,2.71,1089.64,519.9,0.57,0,2,0.57,1
0,2,0.64,3.0,590.65,869.68,0.83,1,1,0.47,1
0,3,5.81,-2.37,1079.62,370.19,0.22,1,2,0.3,1
3,0,17.88,-3.89,965.09,537.87,0.53,1,1,0.85,1
1,1,6.08,-2.11,261.15,174.42,0.35,0,1,0.35,-1
2,0,3.23,-4.28,476.5,1018.8,0.48,1,2,0.86,-1
2,0,16.31,-1.37,809.95,1012.53,0.73,0,2,0.73,1
2,0,14.98,0.99,775.47,90.8,0.2,0,2,0.2,1
3,1,5.59,1.67,180.03,106.75,0.21,0,3,0.21,1
3,2,1.04,-2.85,273.25,827.81,0.77,0,3,0.77,-1
0,2,3.86,-4.44,160.91,774.89,0.22,0,0,0.22,1
2,0,6.89,-3.26,378.84,316.61,0.25,1,0,0.68,-1
0,3,7.17,1.3,1045.09,234.3,0.91,1,1,0.46,1
3,3,17.94,0.36,281.24,93.9,0.94,1,1,0.55,1
0,0,9.61,-1.33,49.53,342.69,0.79,0,0,0.79,-1
2,0,4.37,-1.07,778.2,532.9,0.91,0,2,0.91,-1
2,3,2.49,-2.33,419.1,607.99,0.45,1,0,0.9,-1
0,3,3.62,-2.8,531.67,799.83,0.98,1,0,0.67,-1
0,3,15.36,-2.31,322.18,414.21,0.91,0,0,0.91,-1
1,3,6.8,-2.2,967.9,693.49,0.71,0,1,0.71,-1
3,1,11.23,-3.93,673.67,589.49,0.29,0,3,0.29,1
2,0,14.31,-3.49,835.22,21.07,0.62,0,2,0.62,-1
3,2,5.82,1.32,905.23,905.52,0.69,1,0,0.53,-1
1,3,14.09,0.89,757.11,281.24,0.48,1,1,0.77,-1
0,0,6.81,-4.04,230.31,789.86,0.45,1,2,0.48,-1
3,0,14.95,-3.11,466.91,499.03,0.89,1,0,0.97,-1
0,2,10.85,2.98,298.52,1039.06,0.24,1,1,0.73,1
0,1,17.89,1.29,369.53,773.02,0.84,0,0,0.84,1
2,1,11.08,-4.07,650.29,805.36,0.3,1,1,0.54,-1
1,0,17.86,0.05,780.34,254.04,0.41,1,0,0.84,1
0,1,8.49,-2.99,1076.99,687.83,0.22,1,2,0.9,1
2,0,1.73,2.67,849.41,114.33,0.44,1,0,0.35,1
2,2,11.34,0.83,99.55,1002.1,0.35,0,2,0.35,1
3,2,16.59,1.68,237.94,824.65,0.95,0,3,0.95,1
3,1,13.35,-1.13,1041.38,752.95,0.96,0,3,0.96,1
3,3,14.42,2.94,1025.3,268.97,0.78,0,3,0.78,1
3,0,3.84,0.19,461.26,743.92,0.24,0,3,0.24,1
1,1,2.25,-0.8,183.19,717.31,0.31,0,1,0.31,-1
0,3,4.93,2.97,1014.9,323.76,0.48,0,0,0.48,1
3,2,15.71,-2.45,815.42,773.94,0.81,1,0,0.68,-1
0,2,11.91,-3.42,1067.03,583.77,0.44,0,0,0.44,1
0,3,5.92,-3.16,91.6,300.64,0.94,0,0,0.94,-1
1,0,5.43,-1.58,1054.21,271.28,0.7,0,1,0.7,1
3,1,7.32,0.34,582.52,451.39,0.85,1,2,0.94,-1
3,3,3.22,1.7,562.07,754.02,0.21,0,3,0.21,1
3,1,3.4,1.87,614.7,1032.35,0.43,0,3,0.43,1
3,3,6.58,-1.9,153.41,721.88,0.66,0,3,0.66,-1
0,3,8.97,-3.59,688.57,1090.05,0.59,0,0,0.59,1
1,3,0.17,-3.46,141.61,666.58,0.47,1,1,0.34,-1
3,2,9.77,-3.03,207.74,491.58,0.88,1,2,0.84,-1
1,3,3.39,0.38,949.1,219.49,0.35,0,1,0.35,-1
3,2,14.51,-2.09,965.45,64.54,0.8,0,3,0.8,-1
0,2,12.17,-3.33,406.06,993.11,0.58,1,1,0.2,-1
2,1,1.53,-2.85,581.8,553.48,0.85,1,0,0.54,-1
1,1,2.59,-1.38,509.93,121.56,0.84,1,1,0.29,-1
3,1,11.21,2.69,620.86,947.06,0.9,0,3,0.9,1
2,3,4.92,1.16,514.21,1022.15,0.4,0,2,0.4,1
2,3,5.12,-3.54,133.33,771.01,0.99,1,0,0.51,-1
3,2,4.59,-0.07,426.02,355.44,0.44,1,1,0.55,-1
0,3,10.95,-2.06,560.16,1031.3,0.45,1,1,0.51,-1
2,3,9.53,0.43,409.28,39.68,0.35,0,2,0.35,-1
3,2,16.25,-1.96,501.77,883.2,0.92,0,3,0.92,1
2,2,15.32,-2.6,269.72,1052.47,0.85,0,2,0.85,1
1,2,12.98,-3.14,937.45,946.92,0.37,1,2,0.5,-1
1,2,1.25,-3.29,272.7,1025.91,0.76,0,1,0.76,1
1,3,14.14,0.26,722.3,47.1,0.54,0,1,0.54,-1
2,0,15.59,-2.11,923.93,474.44,0.62,1,2,0.61,-1
0,0,0.82,-4.27,293.25,813.15,0.36,0,0,0.36,-1
3,3,16.7,3.0,539.42,721.46,0.59,0,3,0.59,1
0,3,3.3,-0.8,410.08,631.27,0.98,0,0,0.98,-1
1,1,8.02,-1.28,555.94,1071.42,0.95,1,0,0.76,-1
1,0,6.99,1.94,686.01,909.07,0.67,1,0,0.58,-1
2,3,6.2,-4.6,566.6,113.13,0.76,1,0,0.38,-1
2,0,13.85,2.82,1086.1,769.96,0.59,1,0,1.0,1
0,0,4.81,-1.09,111.74,565.3,0.98,0,0,0.98,-1
2,0,1.0,-3.0,695.52,667.49,0.47,0,2,0.47,-1
0,3,17.7,0.47,81.86,969.13,0.26,0,0,0.26,1
0,3,0.42,1.53,141.48,481.47,0.66,1,0,0.31,-1
3,0,5.5,-3.23,514.57,924.69,0.87,1,0,0.5,-1
1,2,17.12,-2.14,70.09,505.18,0.42,1,0,0.38,1
0,2,12.82,-3.23,357.56,780.36,0.65,0,0,0.65,-1
3,0,17.48,2.03,258.17,955.86,0.95,1,0,0.64,1
2,1,0.04,-4.17,1090.3,423.33,0.95,1,2,0.52,1
1,3,6.96,0.38,30.28,33.1,0.96,0,1,0.96,-1
0,1,10.88,-1.11,667.5,671.01,0.99,1,2,0.28,-1
1,0,4.88,1.64,820.77,1022.89,0.94,0,1,0.94,1
2,1,1.12,-3.47,83.98,1000.75,0.23,1,0,0.88,-1
0,2,4.09,-4.85,947.41,174.7,0.5,1,1,0.25,-1
0,1,7.17,0.73,87.51,798.52,0.71,0,0,0.71,-1
1,0,17.09,0.63,973.82,747.4,0.85,0,1,0.85,1
2,3,15.13,-4.23,1047.6,938.36,0.71,0,2,0.71,1
0,3,1.68,-4.5,72.4,647.82,0.52,0,0,0.52,-1
0,0,12.97,-0.35,176.59,410.42,0.96,0,0,0.96,-1
1,1,6.35,-0.62,286.01,41.42,0.72,1,1,0.72,-1
3,1,9.44,-1.69,279.63,629.69,0.94,1,2,0.22,-1
2,3,11.19,2.8,994.09,829.85,0.99,0,2,0.99,1
2,1,10.94,-2.48,123.72,268.27,0.46,0,2,0.46,-1
3,1,13.93,-1.35,957.26,730.06,0.79,1,0,0.4,-1
1,0,1.33,1.97,705.0,267.85,0.29,0,1,0.29,1
0,3,1.64,1.27,368.16,498.22,0.33,0,0,0.33,-1
2,1,16.28,-0.71,46.6,621.91,0.27,1,1,0.21,1
1,3,16.09,-1.4,639.96,1013.86,0.34,0,1,0.34,1
2,3,17.93,-3.88,755.63,163.19,0.21,1,1,0.92,1
3,3,1.83,-4.85,531.2,312.34,0.47,0,3,0.47,-1
1,2,2.34,0.25,1031.95,605.36,0.42,0,1,0.42,1
1,3,13.48,-4.74,982.99,724.19,0.53,0,1,0.53,-1
3,0,8.68,2.89,719.34,1071.21,0.8,0,3,0.8,1
1,2,2.35,-4.95,612.08,679.84,0.88,1,0,0.49,-1
1,1,11.91,2.1,382.29,678.16,0.89,1,1,0.38,-1
3,2,15.54,0.26,436.11,156.34,0.57,0,3,0.57,-1
0,2,3.46,-3.6,288.59,47.06,0.51,1,1,0.85,-1
3,0,8.76,-4.52,374.27,108.58,0.34,0,3,0.34,-1
2,1,2.58,-2.16,584.11,523.52,0.48,0,2,0.48,-1
1,3,16.02,-3.74,42.0,1081.35,0.3,1,1,0.43,1
3,1,8.73,-3.57,1052.03,212.69,0.81,0,3,0.81,1
2,0,5.77,2.48,35.16,125.92,0.39,1,2,0.52,1
3,0,1.66,1.46,340.86,25.75,0.29,1,1,0.85,-1
3,3,13.81,0.66,512.35,694.72,0.72,1,1,0.69,-1
2,1,9.77,-0.29,324.49,753.36,0.86,0,2,0.86,-1
1,1,0.7,-3.26,934.52,890.86,0.93,0,1,0.93,-1
0,0,14.63,-2.62,395.59,216.51,0.98,0,0,0.98,-1
0,3,10.75,-3.03,1063.56,139.99,0.24,1,0,0.82,1
2,1,11.42,-3.83,1000.32,905.27,0.75,0,2,0.75,1
2,1,1.53,2.92,414.27,845.89,0.78,0,2,0.78,1
2,0,9.67,2.03,628.42,188.44,0.68,1,1,0.31,-1
0,2,6.29,-2.03,219.51,746.17,0.8,1,0,0.75,-1
1,2,6.69,1.15,479.72,797.6,0.64,1,0,0.68,-1
2,3,9.65,-0.97,540.88,282.04,0.78,0,2,0.78,-1
2,0,2.08,-2.09,542.16,863.61,0.8,0,2,0.8,-1
2,1,15.02,1.66,789.78,908.48,0.57,0,2,0.57,-1
3,1,1.88,0.63,231.52,310.68,0.56,0,3,0.56,-1
2,3,5.45,-4.64,711.26,555.28,0.22,0,2,0.22,1
0,3,13.6,2.73,335.2,25.27,0.79,1,1,0.91,1
2,2,10.33,1.59,178.95,640.31,0.21,0,2,0.21,1
3,1,0.39,-4.58,1023.01,1037.67,0.53,0,3,0.53,1
1,3,16.06,1.55,324.36,301.96,0.22,1,0,0.96,1
3,3,14.0,1.09,162.69,367.27,0.57,1,2,0.65,-1
3,1,8.79,0.84,645.82,915.71,0.42,1,0,0.62,-1
0,0,12.27,0.15,132.07,1023.17,0.41,0,0,0.41,1
1,0,3.42,-2.3,72.1,697.36,0.37,0,1,0.37,-1
1,0,5.51,-1.98,37.19,518.95,0.33,1,2,0.34,-1
3,2,2.54,-3.96,365.41,653.08,0.76,0,3,0.76,-1
0,1,4.25,0.69,501.18,241.31,0.81,0,0,0.81,-1
1,1,17.98,-3.84,751.01,962.82,0.4,0,1,0.4,1
0,1,14.53,-4.87,834.11,714.12,0.79,1,0,0.38,-1
3,1,12.83,-1.07,872.13,633.72,0.54,1,1,0.25,-1
0,1,15.44,-2.4,418.61,373.96,0.35,0,0,0.35,-1
2,2,17.11,0.42,86.75,106.91,0.53,1,2,0.63,1
1,1,12.97,-3.88,1054.6,849.66,0.88,0,1,0.88,1
0,2,3.4,-0.77,1032.65,915.2,0.31,1,1,0.58,1
2,2,5.62,-3.69,87.39,697.17,0.61,1,2,0.8,-1
3,1,13.73,1.65,630.54,251.29,0.47,1,1,0.98,-1
3,2,6.89,1.69,842.07,936.78,0.6,1,0,0.65,-1
0,2,11.84,-1.45,774.49,810.65,0.51,1,2,0.27,-1
1,0,2.25,1.95,444.47,739.25,0.21,0,1,0.21,1
2,0,6.87,2.53,432.59,61.67,0.34,1,2,0.24,1
0,3,2.48,-0.76,722.92,584.62,0.58,1,2,0.85,-1
2,2,12.8,-1.12,1061.1,653.77,0.4,1,1,0.71,1
0,1,6.35,1.78,643.94,762.23,0.61,0,0,0.61,-1
0,1,10.64,-0.98,258.73,570.44,0.65,0,0,0.65,-1
1,3,2.65,1.16,798.9,741.14,0.94,0,1,0.94,-1
3,3,5.06,-3.88,791.45,596.14,0.56,0,3,0.56,-1
2,1,5.2,0.91,391.38,515.08,0.79,0,2,0.79,-1
3,3,11.19,-2.29,401.35,366.66,0.72,1,0,0.46,-1
1,1,11.16,2.24,1045.41,1075.35,0.6,1,0,0.93,1
1,3,14.63,-0.46,825.22,1048.75,0.65,0,1,0.65,1
1,0,17.92,-1.09,123.5,1025.01,0.33,0,1,0.33,1
3,2,0.78,-1.29,496.75,812.98,0.63,1,1,0.47,-1
2,1,7.76,2.86,410.48,477.95,0.36,1,2,0.73,1
3,3,1.72,-3.89,427.27,657.93,0.63,1,2,0.53,-1
1,2,11.41,-4.49,616.48,24.86,0.62,1,1,0.49,-1
2,3,9.28,-2.21,459.21,678.91,0.57,0,2,0.57,-1
0,2,4.45,0.14,67.87,1028.81,0.6,0,0,0.6,1
0,2,17.12,-0.78,1062.33,1004.01,0.98,1,2,0.36,1
1,2,0.7,-4.74,973.56,805.54,0.78,0,1,0.78,-1
1,0,8.69,-3.18,487.68,279.43,0.44,0,1,0.44,-1
2,2,3.11,-2.21,449.83,355.81,0.6,0,2,0.6,-1
3,0,5.91,1.34,496.0,361.21,0.49,1,0,0.66,-1
0,0,5.76,-0.24,1060.38,1079.49,0.69,0,0,0.69,1
2,2,8.27,1.78,702.89,55.33,0.24,1,2,0.79,-1
1,1,10.47,-2.22,110.86,902.39,0.8,0,1,0.8,-1
3,3,1.26,2.79,852.39,221.03,0.53,0,3,0.53,1
1,3,7.95,-4.56,785.9,349.11,0.76,1,0,0.89,-1
3,1,7.72,-2.25,556.5,52.22,0.63,0,3,0.63,-1
3,3,8.93,-3.85,351.96,157.36,0.56,1,2,0.22,-1
2,2,14.77,-4.52,345.82,951.45,0.5,1,2,0.77,-1
0,3,0.06,2.78,490.28,541.68,0.67,0,0,0.67,1
3,3,10.13,2.56,694.9,627.25,0.68,1,2,0.52,1
1,1,17.02,2.88,198.69,771.85,0.62,1,0,0.89,1
1,1,5.67,-4.22,659.4,995.47,0.22,0,1,0.22,1
2,3,12.26,-4.59,810.86,801.08,0.75,0,2,0.75,-1
2,1,16.96,2.12,366.74,607.83,0.56,0,2,0.56,1
0,1,7.99,-2.13,1067.98,1065.13,0.98,1,2,0.66,1
1,2,16.97,-2.73,380.59,78.17,0.25,1,2,0.69,1
2,2,14.83,2.75,49.78,1088.5,0.23,1,2,0.24,1
3,0,4.6,1.05,726.48,513.39,0.42,0,3,0.42,-1
0,2,4.65,-4.26,1072.11,658.89,0.99,1,1,0.6,1
3,0,15.46,-1.92,1060.58,649.62,0.87,0,3,0.87,1
3,2,12.83,2.61,571.38,978.24,0.82,0,3,0.82,1
3,2,6.45,2.26,614.32,419.56,0.9,1,1,0.25,-1
0,1,2.95,2.12,384.09,787.1,0.43,1,1,1.0,-1
0,0,10.65,1.66,1032.84,321.6,0.42,1,1,0.51,1
2,0,7.48,-0.71,473.28,1020.4,0.41,1,0,0.84,-1
0,0,2.25,-0.87,936.54,357.92,0.62,0,0,0.62,-1
0,0,16.97,-1.32,70.41,187.03,0.56,0,0,0.56,1
0,1,8.4,0.52,52.63,25.52,0.93,1,2,0.41,-1
2,2,1.44,-3.89,773.57,1013.56,0.85,1,1,0.28,-1
3,2,9.42,1.32,633.69,29.76,0.4,1,1,0.89,-1
2,3,1.68,-1.21,1070.52,133.22,0.87,0,2,0.87,1
2,3,11.67,-2.41,752.31,975.24,0.91,1,0,0.81,-1
1,2,13.14,-1.58,47.93,243.75,0.71,1,1,0.51,-1
2,2,6.08,-0.76,969.14,781.41,0.32,0,2,0.32,-1
3,2,7.49,1.31,160.13,276.83,0.53,0,3,0.53,-1
0,1,13.47,0.79,620.52,663.78,0.8,0,0,0.8,-1
0,1,0.47,0.85,277.85,980.05,0.58,0,0,0.58,-1
3,2,7.42,-2.65,430.62,228.81,0.75,0,3,0.75,-1
1,3,2.89,-3.77,387.92,1036.56,0.89,1,2,0.33,-1
2,2,7.62,0.94,63.5,296.16,0.6,1,0,0.72,-1
1,3,14.82,-3.82,424.33,867.62,0.46,1,2,0.81,-1
2,0,9.9,-1.87,416.83,381.7,0.22,0,2,0.22,1
0,2,9.58,1.56,368.33,675.16,0.38,1,1,0.86,-1
0,1,1.97,-4.74,660.11,979.41,1.0,0,0,1.0,-1
2,3,11.58,2.93,479.32,494.61,0.3,1,1,0.94,1
1,2,16.11,-2.55,380.57,480.85,0.65,0,1,0.65,1
1,2,15.99,-2.08,681.88,110.84,0.41,0,1,0.41,-1
1,0,0.26,1.95,120.38,644.81,0.72,0,1,0.72,-1
0,0,1.85,2.47,1081.32,30.2,0.48,0,0,0.48,1
0,0,4.44,-2.49,76.53,698.1,0.99,0,0,0.99,-1
0,2,6.76,0.65,55.79,123.12,0.2,0,0,0.2,1
1,1,3.3,2.63,67.02,707.11,0.39,1,2,0.65,1
3,3,9.6,-3.64,364.43,258.23,0.52,0,3,0.52,-1
0,3,7.54,2.71,106.21,936.61,0.58,1,2,0.65,1
3,1,13.16,-1.24,391.69,356.84,0.78,0,3,0.78,-1
3,0,11.06,-3.14,980.89,139.02,0.65,0,3,0.65,-1
3,2,4.74,-3.69,85.04,586.75,0.89,0,3,0.89,-1
1,1,14.28,-3.75,212.18,94.67,0.46,0,1,0.46,-1
0,2,17.79,-3.95,983.72,180.8,0.6,1,0,0.29,1
2,1,12.38,-3.08,224.49,1029.91,0.86,0,2,0.86,1
0,2,7.34,-2.55,47.03,911.19,0.91,0,0,0.91,-1
0,3,9.41,1.57,186.23,61.09,0.92,0,0,0.92,-1
2,3,1.85,-2.08,1015.09,60.25,0.7,0,2,0.7,1
3,3,8.12,-0.32,404.59,116.59,0.55,1,0,0.4,-1
3,2,0.0,0.81,107.07,419.04,0.41,1,2,0.98,-1
0,3,5.28,-4.6,237.45,790.26,0.52,0,0,0.52,-1
1,0,7.02,0.5,766.26,370.02,0.74,1,1,0.62,-1
1,3,13.19,-0.33,171.7,648.55,0.53,0,1,0.53,-1
3,1,5.72,-3.36,769.79,34.93,0.9,0,3,0.9,-1
0,3,9.87,-4.15,740.27,555.69,0.47,1,1,0.24,-1
0,0,0.88,0.67,921.93,1025.71,0.86,1,1,0.88,-1
3,0,10.83,-1.9,842.08,488.94,0.35,1,1,0.69,-1
1,3,5.22,-4.18,970.08,541.54,0.75,0,1,0.75,-1
0,3,0.24,1.94,494.27,452.79,0.41,1,0,0.24,-1
3,2,12.34,0.41,1061.64,707.31,0.64,0,3,0.64,1
2,3,11.7,1.5,835.09,1015.58,0.97,1,2,0.86,-1
2,1,1.9,1.22,881.52,149.69,0.42,1,1,0.85,-1
0,3,3.81,1.12,963.01,1003.77,0.3,0,0,0.3,1
1,1,10.87,1.28,238.48,475.52,0.68,1,1,0.39,-1
3,0,6.18,-3.82,1014.43,988.49,0.32,1,1,0.25,1
3,0,17.39,-4.84,1008.83,491.39,0.95,1,2,0.38,1
3,3,17.96,-1.17,783.96,176.61,0.66,0,3,0.66,1
0,0,0.96,2.02,571.81,227.04,0.75,0,0,0.75,-1
0,1,3.73,-4.79,188.4,850.64,0.51,0,0,0.51,-1
2,3,9.2,2.09,33.96,35.25,0.31,1,2,0.87,-1
3,3,14.73,-2.91,489.24,789.13,0.3,1,1,0.93,-1
1,2,15.92,2.87,94.86,878.74,0.65,0,1,0.65,1
2,0,9.49,-4.82,647.77,1039.83,0.35,1,2,0.28,-1
0,3,10.81,-2.16,897.34,1072.28,0.27,0,0,0.27,1
1,3,4.73,-3.06,413.44,248.88,0.59,1,0,0.7,-1
3,2,11.25,0.99,215.85,703.62,0.33,1,0,0.87,-1
0,0,5.31,2.38,837.9,882.56,0.66,1,1,0.65,1
0,1,3.53,0.84,33.66,729.83,0.99,0,0,0.99,-1
3,2,16.98,0.88,343.84,599.39,0.33,1,1,0.56,1
3,3,12.45,-4.89,507.72,805.86,0.73,0,3,0.73,-1
2,2,4.25,-4.66,255.67,642.16,0.71,1,0,0.82,-1
1,2,12.37,-0.82,535.22,577.36,0.82,1,2,0.87,-1
0,0,16.0,0.34,966.27,78.33,0.49,1,0,0.52,-1
2,2,1.57,-4.16,499.83,694.58,0.94,0,2,0.94,-1
2,2,4.61,-1.68,950.0,184.79,0.76,0,2,0.76,-1
1,3,2.3,-1.04,1085.61,289.12,0.97,1,1,0.52,1
0,1,11.76,0.29,600.17,456.09,0.92,1,2,0.97,-1
0,3,4.53,-4.93,490.14,911.3,0.85,1,0,0.28,-1
1,1,3.39,-2.84,405.83,186.33,0.54,0,1,0.54,-1
1,0,17.92,1.18,842.54,868.56,0.6,1,0,0.54,1
3,2,12.26,-1.9,302.8,341.02,0.92,1,0,0.61,-1
0,2,0.15,1.25,700.14,1066.66,0.34,1,2,0.27,-1
1,0,14.2,-3.81,992.22,236.86,0.68,0,1,0.68,-1
1,3,8.34,-0.05,900.08,968.07,0.2,1,1,0.75,-1
0,1,12.0,-3.59,822.49,1099.32,0.48,0,0,0.48,1
2,3,6.08,-3.89,505.55,594.83,0.8,1,0,0.59,-1
2,0,4.52,0.79,982.66,824.05,0.41,0,2,0.41,-1
3,2,8.9,-3.26,500.47,794.06,0.5,1,1,0.57,-1
2,3,16.78,-4.74,834.29,379.16,0.94,1,1,0.33,1
1,0,9.29,-1.17,351.65,327.73,0.78,1,1,0.83,-1
1,1,6.55,-1.36,785.46,994.43,0.87,0,1,0.87,-1
1,2,0.48,-1.49,821.19,233.81,0.86,0,1,0.86,-1
3,0,16.9,-2.46,469.55,943.31,0.5,0,3,0.5,1
1,2,13.69,-2.38,585.67,506.6,0.37,0,1,0.37,-1
0,1,6.46,-2.13,82.83,414.23,0.86,0,0,0.86,-1
0,2,6.95,2.04,166.5,35.23,0.29,0,0,0.29,1
1,1,2.92,-3.82,731.18,840.95,0.79,0,1,0.79,-1
2,0,5.64,-4.25,248.44,412.15,0.79,0,2,0.79,-1
3,0,1.39,-1.81,788.76,81.68,0.5,1,0,0.41,-1
0,2,10.0,-4.41,366.51,585.59,0.28,1,0,0.89,-1
0,0,0.16,-3.37,703.53,879.57,0.31,0,0,0.31,-1
0,2,7.35,1.11,853.03,837.16,0.79,0,0,0.79,-1
0,3,16.09,0.12,534.22,973.2,0.43,0,0,0.43,1
0,1,9.85,-2.92,720.33,65.36,0.42,1,0,0.79,-1
1,3,17.43,-1.3,737.36,237.84,0.98,1,2,0.61,1
1,2,6.53,1.17,1034.49,236.37,0.62,0,1,0.62,1
2,2,17.71,2.53,862.8,361.93,0.36,0,2,0.36,1
2,2,9.58,1.43,588.04,901.33,0.48,1,1,0.79,-1
0,0,10.31,-2.91,778.82,448.93,0.87,1,2,0.5,-1
3,2,15.79,-0.1,593.98,332.84,0.23,0,3,0.23,1
1,0,9.76,0.55,625.82,555.59,0.23,0,1,0.23,1
2,0,9.25,-2.69,125.84,880.72,0.46,0,2,0.46,-1
1,0,17.39,-3.89,966.95,254.68,0.44,0,1,0.44,1
3,3,8.95,-0.44,781.18,36.34,0.76,0,3,0.76,-1
1,3,6.0,1.3,610.02,315.68,0.4,0,1,0.4,-1
3,2,7.37,1.31,658.79,396.91,0.47,1,1,0.36,-1
1,3,6.26,-1.17,130.68,255.43,0.21,1,2,0.91,-1
1,1,13.54,-5.0,559.22,276.82,0.94,1,0,0.36,-1
2,1,13.26,-4.41,267.68,168.39,0.92,0,2,0.92,-1
3,2,9.82,-1.29,285.52,237.27,0.24,0,3,0.24,1
1,2,13.18,1.39,440.81,817.98,0.85,0,1,0.85,-1
0,1,6.88,-2.97,809.84,140.81,0.63,0,0,0.63,-1
2,0,4.38,-4.69,338.0,869.39,0.73,0,2,0.73,-1
2,1,9.75,-3.2,411.02,741.17,0.83,0,2,0.83,-1
2,2,17.78,-2.51,953.81,829.43,0.92,0,2,0.92,1
3,2,2.48,0.85,983.11,409.59,0.33,1,2,0.48,-1
2,0,15.3,-2.97,197.78,955.65,0.57,1,0,0.97,-1
1,1,13.59,1.24,510.94,40.86,0.24,0,1,0.24,1
3,1,4.21,-0.55,957.9,861.07,0.21,1,2,0.94,-1
2,3,7.51,-1.2,857.65,1090.67,0.9,1,0,0.95,-1
3,2,10.49,-3.4,511.49,883.2,0.22,1,2,0.46,-1
1,2,10.25,2.91,921.08,439.21,0.62,1,2,0.21,1
0,2,10.54,2.95,513.29,178.52,0.92,1,1,0.29,1
3,0,17.22,-1.66,980.6,998.24,0.8,1,0,0.87,1
3,3,5.95,-4.44,472.19,40.61,0.49,1,1,0.7,-1
3,3,2.71,-4.28,634.06,1069.84,0.35,1,1,0.48,-1
2,3,6.21,0.92,402.57,831.97,0.37,0,2,0.37,-1
3,3,5.83,0.15,24.99,110.89,0.38,0,3,0.38,-1
2,1,1.52,-1.83,294.02,740.2,0.36,0,2,0.36,-1
0,3,11.94,-1.97,746.41,813.41,0.86,1,1,0.4,-1
3,3,13.35,-3.16,928.6,290.95,0.7,1,1,0.73,-1
2,3,10.15,1.71,547.32,1068.07,0.8,1,2,0.79,-1
0,2,0.31,-2.42,259.98,602.41,0.34,0,0,0.34,-1
2,1,1.83,-3.07,678.33,820.03,0.95,0,2,0.95,-1
3,1,14.59,-0.61,21.31,876.4,0.89,0,3,0.89,-1
0,3,11.79,1.08,949.26,282.12,0.66,0,0,0.66,-1
0,2,12.62,-0.61,91.42,859.89,0.47,0,0,0.47,-1
1,3,8.74,2.62,204.55,1077.1,0.22,0,1,0.22,1
0,1,16.41,2.54,985.15,239.42,0.7,0,0,0.7,1
3,0,16.77,-1.0,803.4,837.78,0.65,0,3,0.65,1
0,3,3.66,1.68,109.67,484.13,0.53,1,0,0.9,-1
1,3,16.84,0.13,364.0,611.65,0.99,0,1,0.99,1
0,3,10.28,-1.79,217.53,841.51,0.88,0,0,0.88,-1
0,3,16.9,-0.75,121.48,420.14,0.81,1,1,0.9,1
0,0,12.19,-0.17,483.5,477.12,0.67,1,0,0.31,-1
3,3,15.27,-4.75,738.79,197.29,0.25,0,3,0.25,1
3,1,1.73,-0.58,805.9,961.02,0.73,0,3,0.73,-1
0,0,11.5,1.41,867.66,689.07,0.97,1,1,0.26,-1
1,3,16.99,-4.31,22.88,429.15,0.4,1,1,0.71,1
1,0,10.78,0.23,983.76,496.46,0.43,1,2,0.25,-1
3,1,7.11,-1.16,683.01,715.9,0.52,1,2,0.64,-1
0,1,16.24,-4.25,132.22,537.66,0.37,0,0,0.37,1
3,2,11.67,1.14,1064.67,87.69,0.79,0,3,0.79,1
0,2,7.86,2.97,595.18,675.08,0.88,0,0,0.88,1
0,0,1.16,-4.62,238.41,874.74,0.59,0,0,0.59,-1
0,3,0.19,-1.11,781.69,622.94,0.3,0,0,0.3,-1
3,2,11.56,2.2,1052.02,420.35,0.31,1,2,0.59,1
0,2,4.0,0.86,549.8,920.01,0.41,0,0,0.41,-1
2,1,4.76,-1.89,1071.99,997.8,0.79,1,2,0.97,1
2,2,9.21,2.2,86.82,246.55,0.93,0,2,0.93,-1
